,open,high,low,close
20021101,259.59,262.88,254.11,257.62
20021025,266.16,272.51,258.93,260.47
20021018,259.15,268.35,249.3,266.16
20021011,270.54,274.27,256.31,257.4
20020927,281.71,292.01,272.73,276.46
20020920,304.27,304.49,278.43,285.87
20020913,302.3,305.37,297.04,304.27
20020906,313.03,322.23,303.4,304.49
20020830,315.88,320.7,308.43,312.16
20020823,297.92,320.92,295.95,315.0
20020816,299.01,300.99,292.66,298.14
20020809,307.56,308.65,298.36,300.11
20020802,298.36,313.91,297.26,307.34
20020726,299.67,310.62,288.06,298.8
20020719,282.37,301.86,276.02,299.89
20020712,299.01,302.52,281.93,283.03
20020705,301.21,311.06,290.25,298.14
20020628,258.5,311.06,252.14,300.11
20020621,214.69,236.81,214.25,232.43
20020614,221.7,230.68,215.13,216.22
20020607,215.79,225.64,210.75,221.92
20020531,210.31,222.58,208.12,216.0
20020524,219.07,225.2,210.53,211.19
20020517,223.45,225.2,210.53,219.07
20020510,224.11,232.87,221.26,223.89
20020430,209.22,229.8,205.93,223.45
20020426,201.11,211.41,198.48,208.12
20020419,213.6,215.35,200.02,201.11
20020412,216.88,220.17,210.31,214.91
20020405,213.16,217.98,203.08,215.79
20020329,223.01,224.55,212.06,213.16
20020322,223.67,235.94,221.26,223.01
20020315,222.36,238.78,213.6,220.39
20020308,194.76,227.39,193.01,221.48
20020301,209.87,210.31,192.35,194.76
20020208,198.92,212.06,196.07,205.05
20020201,195.42,207.68,178.55,198.92
20020125,194.76,203.74,178.99,195.2
20020118,221.48,221.7,190.6,194.76
20020111,236.81,238.78,223.01,223.89
20020104,238.78,240.97,235.94,236.81
20011228,243.16,243.6,234.18,237.91
20011221,249.52,251.92,239.88,241.63
20011214,259.59,261.78,248.2,249.95
20011207,265.5,270.54,259.15,260.47
20011130,267.26,272.73,262.88,265.5
20011123,264.63,273.83,259.59,268.13
20011116,263.75,282.59,256.31,261.78
20011109,268.35,269.01,246.45,263.31
20011102,276.46,280.4,267.26,269.45
20011026,249.3,289.16,247.11,276.02
20011019,247.76,264.85,242.07,250.17
20011012,250.83,255.43,232.21,247.98
20010928,248.42,252.36,242.07,250.83
20010921,242.07,257.62,233.96,248.42
20010914,246.45,258.5,236.59,242.94
20010907,250.83,259.15,245.35,249.52
20010830,256.74,256.96,245.35,249.73
20010824,261.12,266.82,256.31,256.74
20010817,266.82,269.88,257.62,260.9
20010810,272.73,273.39,247.54,265.94
20010803,297.92,297.92,269.45,274.05
20010727,305.59,307.99,291.57,299.89
20010720,304.49,322.01,292.44,304.49
20010713,315.0,315.0,300.99,302.52
20010706,308.43,323.11,306.68,311.06
20010628,313.25,317.63,306.46,306.9
20010622,317.41,318.07,303.83,312.81
20010615,316.54,326.39,311.06,317.41
20010608,329.02,331.43,311.28,316.1
20010601,313.25,335.15,313.25,328.58
20010525,308.65,318.73,304.05,312.38
20010518,315.0,320.92,307.34,308.65
20010511,311.72,322.01,310.4,315.0
20010430,314.35,316.1,310.62,311.72
20010427,326.39,329.02,311.06,314.35
20010420,343.91,346.32,325.95,326.39
20010413,328.8,343.26,325.3,340.63
20010406,327.49,339.53,322.23,328.8
20010330,323.33,334.06,322.01,326.83
20010323,334.28,346.11,323.11,323.98
20010316,326.39,343.91,319.38,334.28
20010309,302.52,332.09,296.39,326.39
20010302,281.49,306.24,279.3,301.21
20010223,282.15,290.47,273.83,280.84
20010216,286.97,289.16,279.3,282.37
20010209,300.11,302.3,278.21,286.75
20010119,295.73,302.3,280.62,299.67
20010112,282.59,304.49,274.92,295.73
20010105,290.03,293.54,280.84,282.59
20001229,292.44,292.44,284.78,289.6
20001222,305.8,307.78,291.35,292.44
20001215,304.05,307.99,292.44,305.8
20001208,311.06,314.13,302.3,304.05
20001201,317.63,317.63,309.75,310.84
20001124,315.66,329.9,311.28,318.29
20001117,311.5,326.17,311.06,315.66
20001110,316.32,316.32,303.83,311.94
20001103,306.85,315.27,306.51,310.22
20001027,305.84,312.75,302.97,306.34
20001020,300.11,302.64,293.37,299.27
20001013,298.43,312.91,292.7,301.63
20000929,286.97,302.81,286.97,297.75
20000922,299.27,300.11,283.26,285.96
20000915,298.09,311.9,295.9,299.1
20000908,310.22,311.9,295.22,297.58
20000901,317.8,320.16,309.04,310.89
20000825,323.7,327.07,310.39,316.96
20000818,321.17,331.28,319.32,323.36
20000811,320.5,325.38,316.96,320.16
20000804,323.87,329.93,314.94,319.49
20000728,312.41,340.04,308.2,323.19
20000721,314.94,320.16,311.06,312.58
20000714,315.27,324.54,310.22,314.6
20000707,315.27,316.12,308.37,314.26
20000630,318.98,320.66,313.59,317.46
20000623,323.7,324.37,316.45,318.98
20000616,320.33,333.64,318.31,323.53
20000609,318.64,336.0,315.27,321.17
20000602,320.66,323.7,313.59,318.64
20000526,314.43,331.95,309.88,320.66
20000519,315.44,318.64,306.51,313.76
20000512,334.14,335.15,312.24,315.61
20000428,328.92,345.6,323.7,332.96
20000421,340.88,349.31,328.41,328.92
20000414,332.29,348.97,327.07,340.38
20000407,321.68,335.49,316.12,330.44
20000331,323.7,332.12,320.5,321.51
20000324,313.59,340.21,309.88,323.7
20000317,332.12,342.23,311.57,318.14
20000310,328.75,358.91,315.27,332.8
20000303,316.96,340.55,311.9,325.05
20000225,322.18,340.55,315.27,316.79
20000218,335.49,365.99,317.8,322.18
20000128,313.76,325.05,301.79,324.2
20000121,313.59,319.65,306.85,314.6
20000114,345.43,357.06,311.06,313.25
20000107,306.85,345.09,301.79,341.22
19991230,308.37,309.88,298.26,306.01
19991224,328.75,328.75,306.85,308.87
19991217,334.82,346.44,329.59,330.77
19991210,340.38,340.38,322.85,334.82
19991203,353.86,353.86,338.69,340.21
19991126,371.38,371.88,349.81,354.02
19991119,382.5,383.34,365.82,371.21
19991112,382.16,394.12,364.97,382.67
19991105,375.93,392.77,371.04,378.62
19991029,382.83,392.44,372.89,375.59
19991022,391.09,396.14,364.13,381.49
19991015,383.51,389.4,364.97,383.84
19991008,389.57,393.62,381.15,383.17
19990930,412.65,413.83,392.44,394.29
19990924,410.97,416.02,398.0,406.42
19990917,423.1,423.94,406.42,410.8
19990910,394.46,432.37,394.46,418.38
19990903,409.62,426.81,394.46,399.51
19990827,399.34,416.36,395.81,407.43
19990820,372.22,411.31,366.32,401.2
19990813,370.87,377.61,357.06,361.77
19990806,375.93,395.98,368.51,380.48
19990730,375.25,382.5,365.65,374.24
19990723,335.66,393.62,319.99,374.75
19990716,401.2,401.2,347.28,348.97
19990709,453.76,456.46,386.88,401.7
19990702,448.04,497.23,419.56,452.92
19990625,375.93,476.0,364.13,437.59
19990618,348.97,389.74,343.24,374.92
19990611,345.6,382.16,340.38,348.8
19990604,314.26,374.41,301.96,343.75
19990527,232.38,285.79,226.32,285.79
19990521,210.48,239.46,205.76,231.03
19990514,222.61,222.61,209.97,211.15
19990507,227.66,229.52,222.27,222.61
19990430,234.4,235.25,222.61,227.83
19990423,236.26,244.17,226.15,233.73
19990416,242.49,247.04,233.9,236.26
19990409,233.73,251.25,233.56,242.49
19990402,234.07,237.77,230.02,233.9
19990326,235.41,245.69,230.86,234.07
19990319,238.11,239.63,230.7,235.41
19990312,234.4,241.14,231.03,237.6
19990305,231.03,237.1,229.35,234.57
19990209,227.66,232.38,224.97,230.86
19990205,245.69,247.04,229.35,230.19
19990129,250.41,251.76,242.83,245.69
19990122,248.39,254.62,246.2,249.73
19990115,257.48,257.82,247.71,248.22
19990108,252.6,258.83,242.83,255.29
19981231,255.46,259.0,249.9,252.09
19981225,254.28,262.03,252.94,255.46
19981218,261.36,263.04,250.91,253.44
19981211,276.52,277.37,258.66,264.39
19981204,265.74,276.52,263.21,269.28
19981127,284.95,285.96,265.57,266.41
19981120,264.56,301.29,264.39,284.44
19981113,255.13,268.94,254.62,262.88
19981106,254.45,257.99,246.2,254.28
19981030,251.25,257.99,242.49,252.77
19981023,259.67,266.08,243.0,253.1
19981016,259.51,263.89,255.46,259.17
19981009,267.59,268.1,258.66,259.34
19980930,265.57,274.84,261.7,267.59
19980925,263.21,271.47,261.02,262.37
19980918,271.47,279.89,264.73,265.74
19980911,270.29,279.72,267.09,272.31
19980904,268.1,274.84,263.04,269.95
19980828,290.34,296.74,268.94,270.12
19980821,267.93,295.9,254.62,291.01
19980814,281.58,281.58,264.39,269.28
19980807,293.03,293.37,277.7,282.42
19980731,302.97,305.16,291.69,292.7
19980724,263.89,305.16,254.79,301.46
19980717,288.15,288.32,264.73,265.07
19980710,290.0,291.18,279.89,286.29
19980703,306.85,307.19,281.58,293.03
19980626,315.27,316.96,305.16,307.19
19980619,323.7,323.7,307.86,318.47
19980612,338.86,339.7,319.49,323.7
19980605,340.55,343.91,329.09,338.86
19980529,342.23,347.28,338.02,339.7
19980522,352.34,354.02,340.55,342.23
19980515,348.13,355.71,341.89,350.65
19980508,354.02,362.45,345.09,348.13
19980430,350.65,355.71,346.44,353.35
19980424,355.71,362.11,345.6,353.18
19980417,374.58,389.4,347.12,361.77
19980410,380.14,381.82,369.19,374.24
19980403,364.3,380.98,359.08,378.45
19980327,357.39,384.35,353.69,363.96
19980320,364.13,375.93,355.88,359.25
19980313,363.63,364.97,339.7,362.78
19980306,381.49,382.33,352.34,361.77
19980227,385.87,392.77,376.09,384.52
19980220,387.72,394.46,379.46,387.72
19980213,399.85,410.63,386.03,387.72
19980123,380.98,396.14,372.56,392.44
19980116,390.25,397.83,350.82,378.96
19980109,383.51,411.31,374.24,390.42
19971231,397.83,400.02,380.64,384.35
19971226,400.86,411.31,387.72,395.3
19971219,412.99,414.68,399.85,402.88
19971212,404.57,422.93,403.73,412.99
19971205,406.42,411.81,398.17,404.57
19971128,420.57,420.74,396.14,410.63
19971121,439.95,444.67,419.73,421.08
19971114,434.89,443.32,418.38,436.07
19971107,424.62,448.37,423.1,435.06
19971031,439.95,447.19,418.05,424.79
19971024,414.34,468.59,411.31,437.76
19971017,372.56,415.52,361.27,409.62
19971010,370.7,373.9,351.66,368.01
19970930,347.28,364.47,343.07,360.76
19970926,365.82,365.82,318.64,352.68
19970919,379.3,379.3,361.61,365.65
19970912,388.56,399.18,376.77,379.3
19970905,374.75,397.15,371.71,389.4
19970829,355.71,391.09,355.71,375.25
19970822,342.23,372.56,335.49,354.36
19970815,382.1,383.79,343.13,346.5
19970808,383.68,389.4,368.06,381.54
19970801,386.03,393.9,371.99,385.81
19970725,424.22,439.95,381.77,391.65
19970718,390.53,421.98,384.91,416.92
19970711,386.03,388.17,345.6,386.93
19970704,426.47,431.52,374.8,388.28
19970627,409.4,436.35,404.01,424.22
19970620,369.75,381.09,353.46,381.09
19970612,370.31,370.31,327.4,346.27
19970606,382.67,407.38,362.56,370.31
19970530,404.01,432.09,343.13,377.05
19970523,424.22,471.4,393.67,438.6
19970516,541.26,550.02,416.81,416.81
19970509,421.42,550.02,421.42,527.0
19970430,370.31,424.9,370.31,411.98
19970425,347.85,370.87,338.07,365.26
19970418,313.48,333.81,306.96,325.38
19970411,326.51,336.61,307.41,313.03
19970404,308.53,332.12,303.25,325.38
19970328,281.58,323.7,281.58,309.21
19970321,233.28,274.28,233.28,273.71
19970314,215.31,228.67,214.75,228.0
19970307,216.21,219.35,211.83,214.41
19970228,214.19,221.82,211.15,215.31
19970221,212.84,220.03,190.93,213.06
19970131,202.84,218.68,201.72,216.32
19970124,188.35,206.32,186.11,202.39
19970117,188.58,190.15,183.3,187.68
19970110,181.16,195.99,175.77,189.47
19970103,188.13,189.47,181.39,182.74
19961227,185.88,189.36,177.79,187.23
19961220,189.03,200.71,170.04,183.75
19961213,216.43,229.91,207.22,210.59
19961206,204.97,218.79,201.83,213.96
19961129,207.45,210.25,198.46,203.18
19961122,218.68,225.98,197.34,207.33
19961115,191.16,213.96,190.6,213.29
19961108,187.23,193.41,183.97,189.59
19961101,182.96,207.0,182.74,188.35
19961025,179.37,191.16,177.12,182.96
19961018,185.54,197.9,180.49,181.95
19961011,180.49,187.23,179.37,184.98
19961004,186.11,188.35,179.03,180.26
19960927,164.88,184.98,158.03,182.62
19960920,164.76,167.57,155.33,164.2
19960913,177.01,179.03,162.74,165.78
19960906,183.86,184.98,176.56,178.24
19960830,181.72,184.42,176.67,183.52
19960823,190.6,196.21,181.61,184.42
19960816,191.72,199.02,184.98,189.47
19960809,176.33,199.13,174.87,190.6
19960802,178.24,184.76,173.19,175.77
19960726,177.68,188.58,173.86,179.25
19960719,186.67,187.23,168.13,178.58
19960712,187.23,190.04,176.0,185.54
19960705,168.02,189.47,162.52,184.76
19960628,173.75,181.39,170.38,171.62
19960621,167.01,179.37,161.39,173.75
19960614,151.85,174.42,149.6,167.01
19960607,141.18,158.25,138.93,152.97
19960531,106.25,138.93,98.61,137.25
19960524,109.05,109.05,91.19,102.54
19960517,85.58,101.81,84.62,101.19
19960510,83.11,91.08,81.93,84.51
19960503,81.09,92.6,77.72,82.49
19960426,58.57,79.96,56.38,78.17
19960419,50.2,58.9,49.92,58.23
19960412,47.33,51.21,44.58,50.2
19960405,44.86,47.78,44.02,47.39
19960329,44.3,44.69,43.46,44.25
19960322,43.46,45.42,43.46,44.36
19960315,44.02,46.21,42.34,43.68
19960308,44.02,45.14,40.93,44.41
19960216,35.26,41.49,35.15,41.04
19960208,34.19,34.47,33.8,34.42
19960202,34.19,34.36,33.86,34.25
19960126,33.74,34.47,32.79,34.02
19960119,34.75,35.09,33.35,33.74
19960112,34.47,35.03,34.02,34.75
19960105,34.02,35.6,34.02,34.81
19951229,36.72,36.72,35.48,35.76
19951222,37.0,37.56,36.27,36.72
19951215,38.97,38.97,37.06,37.17
19951208,39.25,39.42,38.63,38.97
19951201,40.31,40.76,38.4,39.02
19951124,39.98,42.05,39.58,40.43
19951117,40.09,40.99,39.75,39.92
19951110,41.66,41.77,40.76,40.99
19951103,41.77,42.17,41.16,41.66
19951027,43.91,46.1,41.66,42.05
19951020,41.27,44.3,41.21,43.91
19951013,43.18,43.18,40.37,41.21
19951006,44.02,44.3,43.01,43.18
19950929,44.58,44.75,42.62,43.91
19950922,45.99,46.45,43.79,44.44
19950915,43.41,46.22,43.13,45.47
19950908,44.11,44.25,43.08,43.41
19950831,47.67,47.67,43.08,43.46
19950825,45.52,50.1,43.65,47.67
19950818,44.11,46.45,43.55,45.28
19950811,41.21,45.05,41.21,43.65
19950803,40.98,42.01,40.88,41.21
19950728,41.4,41.77,40.6,40.98
19950721,40.37,42.29,40.37,41.4
19950714,41.54,41.77,40.18,40.46
19950707,40.84,41.54,40.14,41.54
19950630,42.1,42.15,40.98,41.17
19950623,41.77,42.62,40.84,41.96
19950616,44.07,44.11,39.43,41.77
19950609,44.58,45.19,43.41,44.02
19950602,45.47,45.99,44.11,44.58
19950526,55.81,58.62,43.41,45.05
19950519,42.15,56.75,41.31,54.69
19950512,42.01,42.94,40.84,42.15
19950505,43.6,43.6,41.31,42.01
19950428,47.39,47.72,40.37,43.6
19950421,47.95,48.7,47.39,47.72
19950414,49.68,50.67,47.86,47.95
19950407,48.7,50.29,47.72,49.64
19950331,48.09,49.03,46.92,48.61
19950324,48.56,49.45,47.39,48.33
19950317,50.2,50.57,47.39,48.33
19950310,49.22,51.51,49.03,49.17
19950303,47.58,50.2,47.58,49.22
19950224,46.92,51.13,46.83,47.62
19950217,47.86,47.86,46.64,47.11
19950127,46.03,48.23,46.03,47.58
19950120,47.16,47.62,45.56,46.41
19950113,49.73,50.2,46.27,46.92
19950106,48.42,51.6,47.39,50.48
19941230,46.92,47.62,45.89,47.3
19941223,50.2,50.62,46.22,47.06
19941216,47.16,53.71,45.28,50.29
19941209,50.67,50.67,46.69,47.25
19941202,50.43,51.37,50.24,50.62
19941125,51.04,51.51,50.2,50.81
19941118,53.24,53.38,50.57,51.04
19941111,50.57,53.43,49.73,52.63
19941104,52.77,52.77,50.48,50.95
19941028,52.07,56.75,51.51,51.6
19941021,51.51,55.35,49.73,52.44
19941014,56.75,56.75,49.5,52.91
19941007,63.3,63.77,48.33,57.22
19940930,75.7,76.36,64.71,65.64
19940923,75.0,77.58,71.96,75.52
19940916,73.13,82.72,73.13,75.47
19940909,65.88,79.21,65.88,72.19
19940902,51.84,61.43,51.32,61.2
19940826,52.35,53.94,51.13,52.12
19940819,50.67,56.66,49.73,53.94
19940812,53.85,56.75,49.03,51.27
19940805,40.37,53.01,39.43,51.84
19940729,36.16,38.64,34.89,35.69
19940722,38.03,38.03,35.74,36.35
19940715,38.97,40.65,37.56,38.64
19940708,36.86,38.79,36.33,38.62
19940701,38.62,38.62,36.71,37.15
19940624,40.66,41.01,38.62,38.88
19940617,39.2,40.78,36.3,40.66
19940610,39.87,40.66,39.2,39.38
19940603,42.13,42.13,39.2,39.87
19940527,46.81,46.92,41.89,42.15
19940520,48.27,48.56,45.87,46.51
19940513,48.56,51.49,45.49,47.62
19940506,46.51,53.53,45.05,48.0
19940429,33.64,45.05,33.35,45.02
19940422,35.84,35.84,32.18,33.64
19940415,40.08,40.08,33.35,35.54
19940408,41.83,42.13,39.64,40.08
19940401,45.93,55.29,41.69,41.83
19940325,48.56,48.56,42.86,43.0
19940318,47.68,49.73,46.22,47.83
19940311,49.15,49.15,45.05,46.81
19940304,52.66,52.66,49.15,49.15
19940225,51.78,54.56,50.9,52.66
19940218,59.24,59.68,51.78,52.51
19940204,53.24,58.51,49.44,58.51
19940128,57.19,57.92,53.68,53.83
19940121,59.97,60.26,56.75,57.04
19940114,62.6,63.77,59.68,59.97
19940107,62.16,63.77,62.02,62.6
19931231,63.62,64.65,62.02,63.62
19931224,64.36,64.5,61.28,63.33
19931217,64.21,65.53,60.7,63.92
19931210,62.16,65.23,61.14,63.77
19931203,62.6,63.33,62.02,62.02
19931126,64.65,65.23,62.16,62.75
19931119,66.55,69.47,64.36,64.5
19931112,62.31,66.99,62.31,66.11
19931105,61.72,63.48,60.99,62.45
19931029,60.7,63.92,58.51,62.16
19931022,62.6,62.6,60.7,61.14
19931015,63.33,63.77,62.45,62.89
19931008,64.79,66.26,63.48,63.48
19930930,62.75,65.23,62.6,64.36
19930924,62.02,66.11,60.55,62.75
19930916,65.53,65.53,62.31,62.45
19930910,68.01,68.45,65.53,65.96
19930903,65.82,69.04,65.53,67.57
19930827,68.01,70.79,63.77,66.26
19930820,77.23,83.66,68.16,68.45
19930813,69.91,77.37,69.62,76.79
19930806,70.64,72.4,68.3,69.91
19930730,62.6,72.84,62.31,70.21
19930723,62.6,62.89,55.14,62.16
19930716,70.79,70.79,62.6,62.6
19930709,74.89,78.4,70.64,70.79
19930702,77.23,77.66,72.11,74.89
19930625,79.86,80.74,76.93,77.37
19930618,79.42,79.57,76.64,79.42
19930611,83.08,83.22,79.13,79.42
19930604,81.47,84.54,81.32,83.37
19930528,81.91,82.05,76.06,81.03
19930521,85.7,86.0,81.35,81.8
19930514,82.7,86.6,81.2,85.7
19930507,87.2,87.35,79.4,82.7
19930502,89.0,89.23,86.83,87.2
19930423,91.7,91.7,88.4,89.0
19930416,87.8,91.93,87.8,91.55
19930409,86.3,88.25,85.1,87.58
19930402,85.85,86.9,84.88,86.3
19930326,87.2,87.2,82.4,85.85
19930319,88.7,88.7,85.4,87.05
19930312,84.2,88.7,84.2,88.7
19930305,88.63,93.2,84.2,84.2
19930226,88.4,92.6,85.55,88.4
19930219,79.85,88.4,79.85,88.4
19930212,79.63,82.7,78.13,79.85
19930205,75.05,82.55,73.7,79.4
19930119,71.68,74.08,70.78,73.55
19930115,69.8,72.2,69.65,71.0
19930108,68.45,69.58,67.4,69.58
19921231,63.2,67.85,62.98,66.95
19921225,62.53,63.2,61.7,62.98
19921218,60.88,62.38,59.9,62.3
19921209,58.93,62.53,58.85,59.9
19921204,52.55,60.2,52.55,58.7
19921127,46.78,52.85,44.83,52.33
19921119,51.13,51.13,43.7,47.6
19921113,56.98,57.2,50.75,51.35
19921106,60.2,60.2,56.3,57.2
19921030,61.18,61.18,55.93,60.13
19921023,66.05,66.35,60.95,61.4
19921016,67.25,68.23,65.15,66.05
19921009,67.4,67.55,65.45,67.03
19921004,68.15,68.23,66.8,67.4
19920925,63.95,69.5,63.8,68.15
19920918,65.38,66.8,62.45,64.1
19920911,58.18,65.3,54.95,65.15
19920904,61.85,61.85,58.25,58.4
19920828,64.55,64.55,60.65,62.9
19920821,65.98,68.23,64.55,64.78
19920814,67.93,69.95,62.68,65.75
19920807,68.6,70.1,63.2,67.7
19920731,68.83,69.95,68.3,68.6
19920724,63.88,69.2,63.88,68.98
19920717,59.38,63.8,59.0,63.65
19920710,61.85,64.1,58.85,59.6
19920703,56.08,64.48,56.08,61.63
19920626,54.28,56.6,50.9,55.85
19920619,54.43,57.65,48.65,54.5
19920612,63.28,63.28,57.05,57.95
19920605,68.23,70.1,58.22,63.05
19920529,67.03,71.0,66.5,68.0
19920522,68.45,71.68,65.6,66.8
19920515,64.33,71.45,62.45,68.23
19920508,62.15,73.03,61.55,64.1
19920503,51.43,64.25,50.45,61.93
19920424,48.43,51.65,46.7,51.2
19920417,44.83,51.95,44.83,48.2
19920410,39.35,45.05,39.35,44.6
19920403,36.05,40.85,35.9,39.13
19920327,32.45,36.65,31.78,36.05
19920320,32.45,33.0,32.2,32.45
19920313,32.25,32.9,31.9,32.3
19920305,31.7,32.0,31.55,31.95
19920228,31.65,31.75,30.05,31.55
19920221,31.2,32.0,30.2,31.65
19920214,32.3,32.5,30.9,31.8
19920202,29.55,32.7,29.3,32.32
19920124,28.8,29.8,28.8,29.05
19920117,29.8,29.8,28.35,28.8
19920110,29.1,30.2,29.05,29.8
19920103,29.3,29.4,28.8,29.1
19911228,27.7,30.0,27.0,29.25
